Order_ID,Restaurant_Name,Location,Order,Order_Time,Delivery,Delivery_Time,Delivery_Duration_min,Pizza_Size,Pizza_Type,Toppings_Count,Distance_km,Traffic_Level,Payment_Method,Is_Peak_Hour,Is_Weekend,Topping_Density,Order_Month,Payment_Category,Estimated_Duration_min,Delay_min,Is_Delayed,Traffic_Impact,Order_Hour
ORD125,Marco's Pizza,"Miami, FL",2024-05-05,13:00:00,2024-05-05,13:20:00,20,Medium,Non-Veg,3,3.0,High,UPI,FALSE,TRUE,1.000000000,May,Online,7.20,12.80,FALSE,3,13
ORD126,Domino's,"New York, NY",2024-08-01,18:00:00,2024-08-01,18:20:00,20,Medium,Veg,2,3.0,Low,Card,TRUE,FALSE,0.666666667,August,Online,7.20,12.80,FALSE,1,18
ORD127,Papa John's,"Chicago, IL",2024-08-02,19:15:00,2024-08-02,19:45:00,30,Large,Non-Veg,4,6.0,Medium,UPI,TRUE,FALSE,0.666666667,August,Online,14.40,15.60,FALSE,2,19
ORD128,Pizza Hut,"Los Angeles, CA",2024-08-03,20:30:00,2024-08-03,21:10:00,40,XL,Cheese Burst,5,8.0,High,Wallet,TRUE,TRUE,0.625000000,August,Online,19.20,20.80,TRUE,3,20
ORD129,Little Caesars,"Houston, TX",2024-08-04,18:45:00,2024-08-04,19:05:00,20,Small,Vegan,1,2.5,Low,Cash,TRUE,TRUE,0.400000000,August,Offline,6.00,14.00,FALSE,1,18
ORD130,Marco's Pizza,"Phoenix, AZ",2024-08-05,19:00:00,2024-08-05,19:50:00,50,Large,Non-Veg,4,10.0,High,Card,TRUE,FALSE,0.400000000,August,Online,24.00,26.00,TRUE,3,19
ORD131,Domino's,"Miami, FL",2024-08-06,20:00:00,2024-08-06,20:35:00,35,Medium,Veg,3,5.5,Medium,Wallet,TRUE,FALSE,0.545454545,August,Online,13.20,21.80,TRUE,2,20
ORD132,Papa John's,"Denver, CO",2024-08-07,18:30:00,2024-08-07,18:50:00,20,Small,Vegan,2,2.0,Low,UPI,TRUE,FALSE,1.000000000,August,Online,4.80,15.20,FALSE,1,18
ORD133,Pizza Hut,"Boston, MA",2024-08-08,19:45:00,2024-08-08,20:25:00,40,XL,Cheese Burst,5,7.5,High,Cash,TRUE,FALSE,0.666666667,August,Offline,18.00,22.00,TRUE,3,19
ORD134,Little Caesars,"Dallas, TX",2024-08-09,18:00:00,2024-08-09,18:30:00,30,Medium,Non-Veg,3,4.0,Medium,Card,TRUE,FALSE,0.750000000,August,Online,9.60,20.40,FALSE,2,18
ORD135,Marco's Pizza,"Seattle, WA",2024-08-10,20:15:00,2024-08-10,21:00:00,45,Large,Veg,4,9.0,High,Wallet,TRUE,TRUE,0.444444444,August,Online,21.60,23.40,TRUE,3,20
ORD136,Domino's,"San Jose, CA",2024-08-11,18:00:00,2024-08-11,18:20:00,20,Medium,Veg,2,3.0,Low,UPI,TRUE,TRUE,0.666666667,August,Online,7.20,12.80,FALSE,1,18
ORD137,Papa John's,"Austin, TX",2024-08-12,19:15:00,2024-08-12,19:45:00,30,Large,Non-Veg,4,6.0,Medium,Cash,TRUE,FALSE,0.666666667,August,Offline,14.40,15.60,FALSE,2,19
ORD138,Pizza Hut,"San Diego, CA",2024-08-13,20:30:00,2024-08-13,21:10:00,40,XL,Cheese Burst,5,8.0,High,Card,TRUE,FALSE,0.625000000,August,Online,19.20,20.80,TRUE,3,20
ORD139,Little Caesars,"Jacksonville, FL",2024-08-14,18:45:00,2024-08-14,19:05:00,20,Small,Vegan,1,2.5,Low,Wallet,TRUE,FALSE,0.400000000,August,Online,6.00,14.00,FALSE,1,18
ORD140,Marco's Pizza,"Fort Worth, TX",2024-08-15,19:00:00,2024-08-15,19:50:00,50,Large,Non-Veg,4,10.0,High,UPI,TRUE,FALSE,0.400000000,August,Online,24.00,26.00,TRUE,3,19
ORD141,Domino's,"Columbus, OH",2024-08-16,20:00:00,2024-08-16,20:35:00,35,Medium,Veg,3,5.5,Medium,Cash,TRUE,FALSE,0.545454545,August,Offline,13.20,21.80,TRUE,2,20
ORD142,Papa John's,"Charlotte, NC",2024-08-17,18:30:00,2024-08-17,18:50:00,20,Small,Vegan,2,2.0,Low,Card,TRUE,TRUE,1.000000000,August,Online,4.80,15.20,FALSE,1,18
ORD143,Pizza Hut,"Indianapolis, IN",2024-08-18,19:45:00,2024-08-18,20:25:00,40,XL,Cheese Burst,5,7.5,High,Wallet,TRUE,TRUE,0.666666667,August,Online,18.00,22.00,TRUE,3,19
ORD144,Little Caesars,"San Francisco, CA",2024-08-19,18:00:00,2024-08-19,18:30:00,30,Medium,Non-Veg,3,4.0,Medium,UPI,TRUE,FALSE,0.750000000,August,Online,9.60,20.40,FALSE,2,18
ORD145,Marco's Pizza,"Charlotte, NC",2024-08-20,20:15:00,2024-08-20,21:00:00,45,Large,Veg,4,9.0,High,Cash,TRUE,FALSE,0.444444444,August,Offline,21.60,23.40,TRUE,3,20
ORD146,Domino's,"Detroit, MI",2024-08-21,18:00:00,2024-08-21,18:20:00,20,Medium,Veg,2,3.0,Low,Card,TRUE,FALSE,0.666666667,August,Online,7.20,12.80,FALSE,1,18
ORD147,Papa John's,"El Paso, TX",2024-08-22,19:15:00,2024-08-22,19:45:00,30,Large,Non-Veg,4,6.0,Medium,Wallet,TRUE,FALSE,0.666666667,August,Online,14.40,15.60,FALSE,2,19
ORD148,Pizza Hut,"Memphis, TN",2024-08-23,20:30:00,2024-08-23,21:10:00,40,XL,Cheese Burst,5,8.0,High,UPI,TRUE,FALSE,0.625000000,August,Online,19.20,20.80,TRUE,3,20
ORD149,Little Caesars,"Baltimore, MD",2024-08-24,18:45:00,2024-08-24,19:05:00,20,Small,Vegan,1,2.5,Low,Cash,TRUE,TRUE,0.400000000,August,Offline,6.00,14.00,FALSE,1,18
ORD150,Marco's Pizza,"Boston, MA",2024-08-25,19:00:00,2024-08-25,19:50:00,50,Large,Non-Veg,4,10.0,High,Card,TRUE,TRUE,0.400000000,August,Online,24.00,26.00,TRUE,3,19
ORD151,Domino's,"New York, NY",2024-08-01,18:00:00,2024-08-01,18:30:00,30,Large,Veg,4,5.5,High,Domino's Cash,TRUE,FALSE,0.727272727,August,Offline,13.20,16.80,FALSE,3,18
ORD152,Pizza Hut,"Los Angeles, CA",2024-08-02,19:15:00,2024-08-02,19:45:00,30,XL,Cheese Burst,5,6.0,Medium,Card,TRUE,FALSE,0.833333333,August,Online,14.40,15.60,FALSE,2,19
ORD153,Papa John's,"Chicago, IL",2024-08-03,20:00:00,2024-08-03,20:35:00,35,Medium,Non-Veg,3,7.2,Low,UPI,TRUE,TRUE,0.416666667,August,Online,17.28,17.72,TRUE,1,20
ORD154,Little Caesars,"Houston, TX",2024-08-04,17:45:00,2024-08-04,18:05:00,20,Small,Vegan,2,3.0,Low,Wallet,FALSE,TRUE,0.666666667,August,Online,7.20,12.80,FALSE,1,17
ORD155,Marco's Pizza,"Phoenix, AZ",2024-08-05,13:30:00,2024-08-05,14:00:00,30,Medium,Non-Veg,4,5.0,High,Cash,FALSE,FALSE,0.800000000,August,Offline,12.00,18.00,FALSE,3,13
ORD156,Domino's,"Miami, FL",2024-08-06,18:20:00,2024-08-06,18:50:00,30,Large,Veg,3,6.5,Medium,Domino's Cash,TRUE,FALSE,0.461538462,August,Offline,15.60,14.40,FALSE,2,18
ORD157,Papa John's,"Denver, CO",2024-08-07,20:10:00,2024-08-07,20:45:00,35,Small,Vegan,2,4.0,High,Card,TRUE,FALSE,0.500000000,August,Online,9.60,25.40,TRUE,3,20
ORD158,Little Caesars,"Boston, MA",2024-08-08,18:00:00,2024-08-08,18:25:00,25,Medium,Non-Veg,3,3.5,Low,UPI,TRUE,FALSE,0.857142857,August,Online,8.40,16.60,FALSE,1,18
ORD159,Pizza Hut,"Dallas, TX",2024-08-09,19:30:00,2024-08-09,20:00:00,30,XL,Cheese Burst,5,6.0,Medium,Wallet,TRUE,FALSE,0.833333333,August,Online,14.40,15.60,FALSE,2,19
ORD160,Marco's Pizza,"Seattle, WA",2024-08-10,12:45:00,2024-08-10,13:15:00,30,Medium,Non-Veg,4,5.5,High,Cash,FALSE,TRUE,0.727272727,August,Offline,13.20,16.80,FALSE,3,12
ORD161,Domino's,"Denver, CO",2024-08-11,18:15:00,2024-08-11,18:45:00,30,Large,Veg,3,6.0,Medium,Domino's Cash,TRUE,TRUE,0.500000000,August,Offline,14.40,15.60,FALSE,2,18
ORD162,Papa John's,"Boston, MA",2024-08-12,20:00:00,2024-08-12,20:30:00,30,Small,Vegan,2,4.5,Low,Card,TRUE,FALSE,0.444444444,August,Online,10.80,19.20,FALSE,1,20
ORD163,Little Caesars,"Dallas, TX",2024-08-13,18:10:00,2024-08-13,18:35:00,25,Medium,Non-Veg,3,3.0,High,UPI,TRUE,FALSE,1.000000000,August,Online,7.20,17.80,FALSE,3,18
ORD164,Pizza Hut,"Los Angeles, CA",2024-08-14,19:20:00,2024-08-14,19:50:00,30,XL,Cheese Burst,5,6.5,Medium,Wallet,TRUE,FALSE,0.769230769,August,Online,15.60,14.40,FALSE,2,19
ORD165,Marco's Pizza,"Chicago, IL",2024-08-15,13:15:00,2024-08-15,13:45:00,30,Medium,Non-Veg,4,5.0,High,Cash,FALSE,FALSE,0.800000000,August,Offline,12.00,18.00,FALSE,3,13
ORD166,Domino's,"Miami, FL",2024-08-16,18:25:00,2024-08-16,18:55:00,30,Large,Veg,3,6.0,Medium,Domino's Cash,TRUE,FALSE,0.500000000,August,Offline,14.40,15.60,FALSE,2,18
ORD167,Papa John's,"Denver, CO",2024-08-17,20:05:00,2024-08-17,20:35:00,30,Small,Vegan,2,4.0,Low,Card,TRUE,TRUE,0.500000000,August,Online,9.60,20.40,FALSE,1,20
ORD168,Little Caesars,"Boston, MA",2024-08-18,18:00:00,2024-08-18,18:25:00,25,Medium,Non-Veg,3,3.5,High,UPI,TRUE,TRUE,0.857142857,August,Online,8.40,16.60,FALSE,3,18
ORD169,Pizza Hut,"Dallas, TX",2024-08-19,19:30:00,2024-08-19,20:00:00,30,XL,Cheese Burst,5,6.0,Medium,Wallet,TRUE,FALSE,0.833333333,August,Online,14.40,15.60,FALSE,2,19
ORD170,Marco's Pizza,"Seattle, WA",2024-08-20,13:00:00,2024-08-20,13:30:00,30,Medium,Non-Veg,4,5.5,Low,Cash,FALSE,FALSE,0.727272727,August,Offline,13.20,16.80,FALSE,1,13
ORD171,Domino's,"Denver, CO",2024-08-21,18:15:00,2024-08-21,18:45:00,30,Large,Veg,3,6.0,High,Domino's Cash,TRUE,FALSE,0.500000000,August,Offline,14.40,15.60,FALSE,3,18
ORD172,Papa John's,"Boston, MA",2024-08-22,20:00:00,2024-08-22,20:30:00,30,Small,Vegan,2,4.5,Medium,Card,TRUE,FALSE,0.444444444,August,Online,10.80,19.20,FALSE,2,20
ORD173,Little Caesars,"Dallas, TX",2024-08-23,18:10:00,2024-08-23,18:35:00,25,Medium,Non-Veg,3,3.0,Low,UPI,TRUE,FALSE,1.000000000,August,Online,7.20,17.80,FALSE,1,18
ORD174,Pizza Hut,"Los Angeles, CA",2024-08-24,19:20:00,2024-08-24,19:50:00,30,XL,Cheese Burst,5,6.5,High,Wallet,TRUE,TRUE,0.769230769,August,Online,15.60,14.40,FALSE,3,19
ORD175,Marco's Pizza,"Atlanta, GA",2024-06-20,13:00:00,2024-06-20,13:20:00,20,Medium,Non-Veg,3,3.0,Medium,Card,FALSE,FALSE,1.000000000,June,Online,7.20,12.80,FALSE,2,13
ORD176,Domino's,"Denver, CO",2024-06-21,18:30:00,2024-06-21,18:50:00,20,Large,Veg,4,4.5,Low,UPI,TRUE,FALSE,0.888888889,June,Online,10.80,9.20,FALSE,1,18
ORD177,Papa John's,"Boston, MA",2024-06-22,20:15:00,2024-06-22,20:40:00,25,Small,Vegan,2,2.0,High,Cash,TRUE,TRUE,1.000000000,June,Offline,4.80,20.20,FALSE,3,20
ORD178,Little Caesars,"Dallas, TX",2024-06-23,18:30:00,2024-06-23,18:50:00,20,Medium,Non-Veg,3,3.0,High,UPI,TRUE,TRUE,1.000000000,June,Online,7.20,12.80,FALSE,3,18
ORD179,Pizza Hut,"Los Angeles, CA",2024-06-24,19:45:00,2024-06-24,20:10:00,25,XL,Cheese Burst,5,4.5,Low,Cash,TRUE,FALSE,1.111111111,June,Offline,10.80,14.20,FALSE,1,19
ORD180,Marco's Pizza,"Chicago, IL",2024-06-25,13:00:00,2024-06-25,13:20:00,20,Medium,Non-Veg,3,3.5,Medium,Wallet,FALSE,FALSE,0.857142857,June,Online,8.40,11.60,FALSE,2,13
ORD181,Domino's,"Miami, FL",2024-06-26,18:30:00,2024-06-26,18:55:00,25,Large,Veg,4,4.5,High,Card,TRUE,FALSE,0.888888889,June,Online,10.80,14.20,FALSE,3,18
ORD182,Papa John's,"Phoenix, AZ",2024-06-27,20:00:00,2024-06-27,20:25:00,25,Medium,Non-Veg,3,3.0,Medium,UPI,TRUE,FALSE,1.000000000,June,Online,7.20,17.80,FALSE,2,20
ORD183,Little Caesars,"Atlanta, GA",2024-06-28,19:15:00,2024-06-28,19:35:00,20,Small,Vegan,2,2.5,Low,Cash,TRUE,FALSE,0.800000000,June,Offline,6.00,14.00,FALSE,1,19
ORD184,Pizza Hut,"Chicago, IL",2024-06-29,19:45:00,2024-06-29,20:10:00,25,XL,Cheese Burst,5,4.0,High,Wallet,TRUE,TRUE,1.250000000,June,Online,9.60,15.40,FALSE,3,19
ORD185,Marco's Pizza,"Miami, FL",2024-06-30,13:00:00,2024-06-30,13:20:00,20,Medium,Non-Veg,3,3.5,Low,Card,FALSE,TRUE,0.857142857,June,Online,8.40,11.60,FALSE,1,13
ORD186,Domino's,"Los Angeles, CA",2024-07-01,18:30:00,2024-07-01,18:50:00,20,Large,Veg,4,4.5,Medium,UPI,TRUE,FALSE,0.888888889,July,Online,10.80,9.20,FALSE,2,18
ORD187,Papa John's,"Denver, CO",2024-07-02,20:15:00,2024-07-02,20:40:00,25,Small,Vegan,2,2.0,High,Cash,TRUE,FALSE,1.000000000,July,Offline,4.80,20.20,FALSE,3,20
ORD188,Little Caesars,"Boston, MA",2024-07-03,18:30:00,2024-07-03,18:50:00,20,Medium,Non-Veg,3,3.5,Low,Wallet,TRUE,FALSE,0.857142857,July,Online,8.40,11.60,FALSE,1,18
ORD189,Pizza Hut,"Dallas, TX",2024-07-04,19:45:00,2024-07-04,20:10:00,25,XL,Cheese Burst,5,4.0,Medium,Card,TRUE,FALSE,1.250000000,July,Online,9.60,15.40,FALSE,2,19
ORD190,Marco's Pizza,"Seattle, WA",2024-07-05,13:00:00,2024-07-05,13:20:00,20,Medium,Non-Veg,3,3.5,High,UPI,FALSE,FALSE,0.857142857,July,Online,8.40,11.60,FALSE,3,13
ORD191,Domino's,"Denver, CO",2024-07-06,18:30:00,2024-07-06,18:50:00,20,Large,Veg,4,4.5,Low,Cash,TRUE,TRUE,0.888888889,July,Offline,10.80,9.20,FALSE,1,18
ORD192,Papa John's,"Boston, MA",2024-07-07,20:15:00,2024-07-07,20:40:00,25,Small,Vegan,2,2.0,High,Wallet,TRUE,TRUE,1.000000000,July,Online,4.80,20.20,FALSE,3,20
ORD193,Little Caesars,"Dallas, TX",2024-07-08,18:30:00,2024-07-08,18:50:00,20,Medium,Non-Veg,3,3.0,High,UPI,TRUE,FALSE,1.000000000,July,Online,7.20,12.80,FALSE,3,18
ORD194,Pizza Hut,"Los Angeles, CA",2024-07-09,19:45:00,2024-07-09,20:10:00,25,XL,Cheese Burst,5,4.5,Low,Cash,TRUE,FALSE,1.111111111,July,Offline,10.80,14.20,FALSE,1,19
ORD195,Marco's Pizza,"Chicago, IL",2024-07-10,13:00:00,2024-07-10,13:20:00,20,Medium,Non-Veg,3,3.5,Medium,Wallet,FALSE,FALSE,0.857142857,July,Online,8.40,11.60,FALSE,2,13
ORD196,Domino's,"Miami, FL",2024-07-11,18:30:00,2024-07-11,18:50:00,20,Large,Veg,4,4.0,High,Card,TRUE,FALSE,1.000000000,July,Online,9.60,10.40,FALSE,3,18
ORD197,Papa John's,"Dallas, TX",2024-07-12,20:00:00,2024-07-12,20:25:00,25,Medium,Non-Veg,3,3.0,Low,UPI,TRUE,FALSE,1.000000000,July,Online,7.20,17.80,FALSE,1,20
ORD198,Little Caesars,"Houston, TX",2024-07-13,19:15:00,2024-07-13,19:35:00,20,Small,Vegan,2,2.5,Low,Cash,TRUE,TRUE,0.800000000,July,Offline,6.00,14.00,FALSE,1,19
ORD199,Pizza Hut,"Phoenix, AZ",2024-07-14,19:45:00,2024-07-14,20:10:00,25,XL,Cheese Burst,5,4.5,High,Wallet,TRUE,TRUE,1.111111111,July,Online,10.80,14.20,FALSE,3,19
ORD200,Marco's Pizza,"Atlanta, GA",2024-07-15,13:00:00,2024-07-15,13:20:00,20,Medium,Non-Veg,3,3.0,Medium,Card,FALSE,FALSE,1.000000000,July,Online,7.20,12.80,FALSE,2,13
ORD201,Domino's,"New York, NY",2024-07-16,18:30:00,2024-07-16,18:55:00,25,Large,Veg,3,5.0,High,Card,TRUE,FALSE,0.600000000,July,Online,12.00,13.00,FALSE,3,18
ORD202,Papa John's,"Los Angeles, CA",2024-07-17,19:00:00,2024-07-17,19:30:00,30,Medium,Non-Veg,4,3.5,Medium,UPI,TRUE,FALSE,1.142857143,July,Online,8.40,21.60,FALSE,2,19
ORD203,Little Caesars,"Chicago, IL",2024-07-18,20:15:00,2024-07-18,20:40:00,25,Small,Vegan,2,4.0,Low,Cash,TRUE,FALSE,0.500000000,July,Offline,9.60,15.40,FALSE,1,20
ORD204,Pizza Hut,"Houston, TX",2024-07-19,19:45:00,2024-07-19,20:10:00,25,XL,Cheese Burst,5,6.0,High,Wallet,TRUE,FALSE,0.833333333,July,Online,14.40,10.60,FALSE,3,19
ORD205,Marco's Pizza,"Phoenix, AZ",2024-07-20,13:00:00,2024-07-20,13:25:00,25,Medium,Non-Veg,3,3.0,Low,Card,FALSE,TRUE,1.000000000,July,Online,7.20,17.80,FALSE,1,13
ORD206,Domino's,"Miami, FL",2024-07-21,18:30:00,2024-07-21,18:55:00,25,Large,Veg,4,5.0,High,UPI,TRUE,TRUE,0.800000000,July,Online,12.00,13.00,FALSE,3,18
ORD207,Papa John's,"Denver, CO",2024-07-22,20:15:00,2024-07-22,20:40:00,25,Small,Vegan,2,2.5,Medium,Cash,TRUE,FALSE,0.800000000,July,Offline,6.00,19.00,FALSE,2,20
ORD208,Little Caesars,"Boston, MA",2024-07-23,18:30:00,2024-07-23,18:50:00,20,Medium,Non-Veg,3,3.5,Low,Wallet,TRUE,FALSE,0.857142857,July,Online,8.40,11.60,FALSE,1,18
ORD209,Pizza Hut,"Dallas, TX",2024-07-24,19:45:00,2024-07-24,20:10:00,25,XL,Cheese Burst,5,4.0,High,Card,TRUE,FALSE,1.250000000,July,Online,9.60,15.40,FALSE,3,19
ORD210,Marco's Pizza,"Seattle, WA",2024-07-25,13:00:00,2024-07-25,13:20:00,20,Medium,Non-Veg,3,3.5,Low,UPI,FALSE,FALSE,0.857142857,July,Online,8.40,11.60,FALSE,1,13
ORD211,Domino's,"Denver, CO",2024-07-26,18:30:00,2024-07-26,18:50:00,20,Large,Veg,4,4.5,Medium,Cash,TRUE,FALSE,0.888888889,July,Offline,10.80,9.20,FALSE,2,18
ORD212,Papa John's,"Boston, MA",2024-07-27,20:15:00,2024-07-27,20:40:00,25,Small,Vegan,2,2.0,High,Wallet,TRUE,TRUE,1.000000000,July,Online,4.80,20.20,FALSE,3,20
ORD213,Little Caesars,"Dallas, TX",2024-07-28,18:30:00,2024-07-28,18:50:00,20,Medium,Non-Veg,3,3.0,High,UPI,TRUE,TRUE,1.000000000,July,Online,7.20,12.80,FALSE,3,18
ORD214,Pizza Hut,"Los Angeles, CA",2024-07-29,19:45:00,2024-07-29,20:10:00,25,XL,Cheese Burst,5,4.5,Low,Cash,TRUE,FALSE,1.111111111,July,Offline,10.80,14.20,FALSE,1,19
ORD215,Marco's Pizza,"Chicago, IL",2024-07-30,13:00:00,2024-07-30,13:20:00,20,Medium,Non-Veg,3,3.5,Medium,Wallet,FALSE,FALSE,0.857142857,July,Online,8.40,11.60,FALSE,2,13
ORD216,Domino's,"Miami, FL",2024-07-31,18:30:00,2024-07-31,18:50:00,20,Large,Veg,4,4.0,High,Card,TRUE,FALSE,1.000000000,July,Online,9.60,10.40,FALSE,3,18
ORD217,Papa John's,"Dallas, TX",2024-08-01,20:00:00,2024-08-01,20:25:00,25,Medium,Non-Veg,3,3.0,Low,UPI,TRUE,FALSE,1.000000000,August,Online,7.20,17.80,FALSE,1,20
ORD218,Little Caesars,"Houston, TX",2024-08-02,19:15:00,2024-08-02,19:35:00,20,Small,Vegan,2,2.5,Low,Cash,TRUE,FALSE,0.800000000,August,Offline,6.00,14.00,FALSE,1,19
ORD219,Pizza Hut,"Phoenix, AZ",2024-08-03,19:45:00,2024-08-03,20:10:00,25,XL,Cheese Burst,5,4.5,High,Wallet,TRUE,TRUE,1.111111111,August,Online,10.80,14.20,FALSE,3,19
ORD220,Marco's Pizza,"Atlanta, GA",2024-08-04,13:00:00,2024-08-04,13:20:00,20,Medium,Non-Veg,3,3.0,Medium,Card,FALSE,TRUE,1.000000000,August,Online,7.20,12.80,FALSE,2,13
ORD221,Domino's,"New York, NY",2024-08-05,18:30:00,2024-08-05,18:55:00,25,Large,Veg,3,5.0,High,Card,TRUE,FALSE,0.600000000,August,Online,12.00,13.00,FALSE,3,18
ORD222,Papa John's,"Los Angeles, CA",2024-08-06,19:00:00,2024-08-06,19:30:00,30,Medium,Non-Veg,4,3.5,Medium,UPI,TRUE,FALSE,1.142857143,August,Online,8.40,21.60,FALSE,2,19
ORD223,Little Caesars,"Chicago, IL",2024-08-07,20:15:00,2024-08-07,20:40:00,25,Small,Vegan,2,4.0,Low,Cash,TRUE,FALSE,0.500000000,August,Offline,9.60,15.40,FALSE,1,20
ORD224,Pizza Hut,"Houston, TX",2024-08-08,19:45:00,2024-08-08,20:10:00,25,XL,Cheese Burst,5,6.0,High,Wallet,TRUE,FALSE,0.833333333,August,Online,14.40,10.60,FALSE,3,19
ORD225,Marco's Pizza,"Phoenix, AZ",2024-08-09,13:00:00,2024-08-09,13:25:00,25,Medium,Non-Veg,3,3.0,Low,Card,FALSE,FALSE,1.000000000,August,Online,7.20,17.80,FALSE,1,13
ORD226,Domino's,"Miami, FL",2024-08-10,18:30:00,2024-08-10,18:55:00,25,Large,Veg,4,5.0,High,UPI,TRUE,TRUE,0.800000000,August,Online,12.00,13.00,FALSE,3,18
ORD227,Papa John's,"Denver, CO",2024-08-11,20:15:00,2024-08-11,20:40:00,25,Small,Vegan,2,2.5,Medium,Cash,TRUE,TRUE,0.800000000,August,Offline,6.00,19.00,FALSE,2,20
ORD228,Little Caesars,"Boston, MA",2024-08-12,18:30:00,2024-08-12,18:50:00,20,Medium,Non-Veg,3,3.5,Low,Wallet,TRUE,FALSE,0.857142857,August,Online,8.40,11.60,FALSE,1,18
ORD229,Pizza Hut,"Los Angeles, CA",2024-08-13,19:45:00,2024-08-13,20:10:00,25,XL,Cheese Burst,5,4.5,Low,Cash,TRUE,FALSE,1.111111111,August,Offline,10.80,14.20,FALSE,1,19
ORD230,Domino's,"New York, NY",2024-08-14,18:30:00,2024-08-14,19:05:00,35,Large,Veg,3,5.0,High,UPI,TRUE,FALSE,0.600000000,August,Online,12.00,23.00,TRUE,3,18
ORD231,Papa John's,"Chicago, IL",2024-08-15,20:15:00,2024-08-15,20:40:00,25,Medium,Non-Veg,4,3.5,Medium,Card,TRUE,FALSE,1.142857143,August,Online,8.40,16.60,FALSE,2,20
ORD232,Little Caesars,"Houston, TX",2024-08-16,19:00:00,2024-08-16,19:20:00,20,Small,Vegan,2,2.0,Low,Wallet,TRUE,FALSE,1.000000000,August,Online,4.80,15.20,FALSE,1,19
ORD233,Marco's Pizza,"Phoenix, AZ",2024-08-17,13:00:00,2024-08-17,13:30:00,30,Medium,Non-Veg,3,3.0,High,UPI,FALSE,TRUE,1.000000000,August,Online,7.20,22.80,FALSE,3,13
ORD234,Domino's,"Miami, FL",2024-08-18,18:30:00,2024-08-18,19:10:00,40,Large,Veg,4,5.0,High,Card,TRUE,TRUE,0.800000000,August,Online,12.00,28.00,TRUE,3,18
ORD235,Papa John's,"Denver, CO",2024-08-19,20:15:00,2024-08-19,20:35:00,20,Small,Vegan,2,2.5,Medium,Cash,TRUE,FALSE,0.800000000,August,Offline,6.00,14.00,FALSE,2,20
ORD236,Little Caesars,"Boston, MA",2024-08-20,18:30:00,2024-08-20,18:50:00,20,Medium,Non-Veg,3,3.5,Low,Wallet,TRUE,FALSE,0.857142857,August,Online,8.40,11.60,FALSE,1,18
ORD237,Pizza Hut,"Dallas, TX",2024-08-21,19:45:00,2024-08-21,20:15:00,30,XL,Cheese Burst,5,4.0,High,Card,TRUE,FALSE,1.250000000,August,Online,9.60,20.40,FALSE,3,19
ORD238,Marco's Pizza,"Seattle, WA",2024-08-22,13:00:00,2024-08-22,13:25:00,25,Medium,Non-Veg,3,3.5,Low,UPI,FALSE,FALSE,0.857142857,August,Online,8.40,16.60,FALSE,1,13
ORD239,Domino's,"Denver, CO",2024-08-23,18:30:00,2024-08-23,18:50:00,20,Large,Veg,4,4.5,Medium,Cash,TRUE,FALSE,0.888888889,August,Offline,10.80,9.20,FALSE,2,18
ORD240,Papa John's,"Boston, MA",2024-08-24,20:15:00,2024-08-24,20:40:00,25,Small,Vegan,2,2.0,High,Wallet,TRUE,TRUE,1.000000000,August,Online,4.80,20.20,FALSE,3,20
ORD241,Little Caesars,"Dallas, TX",2024-08-25,18:30:00,2024-08-25,18:50:00,20,Medium,Non-Veg,3,3.0,High,UPI,TRUE,TRUE,1.000000000,August,Online,7.20,12.80,FALSE,3,18
ORD242,Pizza Hut,"Los Angeles, CA",2024-08-26,19:45:00,2024-08-26,20:10:00,25,XL,Cheese Burst,5,4.5,Low,Cash,TRUE,FALSE,1.111111111,August,Offline,10.80,14.20,FALSE,1,19
ORD243,Marco's Pizza,"Chicago, IL",2024-08-27,13:00:00,2024-08-27,13:20:00,20,Medium,Non-Veg,3,3.5,Medium,Wallet,FALSE,FALSE,0.857142857,August,Online,8.40,11.60,FALSE,2,13
ORD244,Domino's,"Miami, FL",2024-08-28,18:30:00,2024-08-28,18:55:00,25,Large,Veg,4,5.0,High,Card,TRUE,FALSE,0.800000000,August,Online,12.00,13.00,FALSE,3,18
ORD245,Papa John's,"Denver, CO",2024-08-29,20:15:00,2024-08-29,20:40:00,25,Small,Vegan,2,2.5,Medium,Cash,TRUE,FALSE,0.800000000,August,Offline,6.00,19.00,FALSE,2,20
ORD246,Little Caesars,"Boston, MA",2024-08-30,18:30:00,2024-08-30,18:50:00,20,Medium,Non-Veg,3,3.5,Low,Wallet,TRUE,FALSE,0.857142857,August,Online,8.40,11.60,FALSE,1,18
ORD247,Pizza Hut,"Dallas, TX",2024-08-31,19:45:00,2024-08-31,20:10:00,25,XL,Cheese Burst,5,4.0,High,Card,TRUE,TRUE,1.250000000,August,Online,9.60,15.40,FALSE,3,19
ORD248,Marco's Pizza,"Seattle, WA",2024-09-01,13:00:00,2024-09-01,13:20:00,20,Medium,Non-Veg,3,3.5,Low,UPI,FALSE,TRUE,0.857142857,September,Online,8.40,11.60,FALSE,1,13
ORD249,Domino's,"Denver, CO",2024-09-02,18:30:00,2024-09-02,18:50:00,20,Large,Veg,4,4.5,Medium,Cash,TRUE,FALSE,0.888888889,September,Offline,10.80,9.20,FALSE,2,18
ORD250,Papa John's,"Boston, MA",2024-09-03,20:15:00,2024-09-03,20:40:00,25,Small,Vegan,2,2.0,High,Wallet,TRUE,FALSE,1.000000000,September,Online,4.80,20.20,FALSE,3,20
